"","Gene","Chromosome"
"12644","ARL16","chr17"
"12645","RNF126","chr19"
"12646","MBD3","chr19"
"12647","ZCCHC3","chr20"
"12648","VSTM2L","chr20"
"12649","KRTAP19-1","chr21"
"12650","TOM1","chr22"
"12651","EXTL1","chr1"
"12652","UBXN11","chr1"
"12653","GPSM2","chr1"
"12654","MDM4","chr1"
"12655","MSGN1","chr2"
"12656","IFT172","chr2"
"12657","EHBP1","chr2"
"12658","SFTPB","chr2"
"12659","ATF2","chr2"
"12660","CCR1","chr3"
"12661","TBCCD1","chr3"
"12662","RGS7BP","chr5"
"12663","MALSU1","chr7"
"12664","SYPL1","chr7"
"12665","ADAM32","chr8"
"12666","PLAT","chr8"
"12667","AUH","chr9"
"12668","SAC3D1","chr11"
"12669","DNAJB13","chr11"
"12670","ACAT1","chr11"
"12671","IGHV3-15","chr14"
"12672","PSTPIP1","chr15"
"12673","ATP5MC1","chr17"
"12674","TSPAN10","chr17"
"12675","RNF152","chr18"
"12676","KCNN4","chr19"
"12677","CGB5","chr19"
"12678","NKG7","chr19"
"12679","ZNF324B","chr19"
"12680","WFDC3","chr20"
"12681","SAMD10","chr20"
"12682","BAGE2","chr21"
"12683","IL2RB","chr22"
"12684","PSMD10","chrX"
"12685","CCNQ","chrX"
"12686","PPIAL4A","chr1"
"12687","SNX27","chr1"
"12688","SYT14","chr1"
"12689","AMZ1","chr7"
"12690","ZP3","chr7"
"12691","NUDCD1","chr8"
"12692","KLF6","chr10"
"12693","SH2D4B","chr10"
"12694","SCGB1D1","chr11"
"12695","LMNTD1","chr12"
"12696","PTHLH","chr12"
"12697","TAFA2","chr12"
"12698","CCDC78","chr16"
"12699","NXPH3","chr17"
"12700","TMPRSS9","chr19"
"12701","CYP2A13","chr19"
"12702","CADM4","chr19"
"12703","ZFX","chrX"
"12704","ATAD3B","chr1"
"12705","RPL11","chr1"
"12706","GJB3","chr1"
"12707","UROD","chr1"
"12708","DRAM2","chr1"
"12709","VSIG8","chr1"
"12710","YOD1","chr1"
"12711","SPRTN","chr1"
"12712","MDH1","chr2"
"12713","KCNIP3","chr2"
"12714","PDCL3","chr2"
"12715","EIF4E2","chr2"
"12716","ZDHHC3","chr3"
"12717","FEZF2","chr3"
"12718","RYBP","chr3"
"12719","ST3GAL6","chr3"
"12720","ROPN1B","chr3"
"12721","PSMD2","chr3"
"12722","TCTEX1D2","chr3"
"12723","E2F3","chr6"
"12724","MTRES1","chr6"
"12725","ZDHHC14","chr6"
"12726","ATP6V0E2","chr7"
"12727","POMK","chr8"
"12728","NECAB1","chr8"
"12729","INTS8","chr8"
"12730","NDUFB6","chr9"
"12731","RECK","chr9"
"12732","ZNF658B","chr9"
"12733","TMC1","chr9"
"12734","CDNF","chr10"
"12735","ACBD7","chr10"
"12736","SHLD2","chr10"
"12737","MMP21","chr10"
"12738","OR52B4","chr11"
"12739","FAR1","chr11"
"12740","PRDM11","chr11"
"12741","ATG13","chr11"
"12742","OR5A2","chr11"
"12743","TBCEL","chr11"
"12744","GLIPR1L1","chr12"
"12745","GATC","chr12"
"12746","RNASE3","chr14"
"12747","POMT2","chr14"
"12748","PPP4R4","chr14"
"12749","ARHGAP11B","chr15"
"12750","PRSS21","chr16"
"12751","C16orf72","chr16"
"12752","CDRT1","chr17"
"12753","CCL1","chr17"
"12754","CCDC43","chr17"
"12755","LRRC37A2","chr17"
"12756","MYCBPAP","chr17"
"12757","SNAPC2","chr19"
"12758","ZNF136","chr19"
"12759","KIR2DL1","chr19"
"12760","ZNF749","chr19"
"12761","R3HDML","chr20"
"12762","CFAP410","chr21"
"12763","PRMT2","chr21"
"12764","IGLV7-46","chr22"
"12765","PISD","chr22"
"12766","RASD2","chr22"
"12767","ARMCX5","chrX"
"12768","ESX1","chrX"
"12769","UQCRHL","chr1"
"12770","ATP1A1","chr1"
"12771","TUBA3E","chr2"
"12772","FRZB","chr2"
"12773","ZNF660","chr3"
"12774","DBR1","chr3"
"12775","TAS2R1","chr5"
"12776","MAK","chr6"
"12777","TAPBP","chr6"
"12778","NT5DC1","chr6"
"12779","SNX13","chr7"
"12780","LRRC19","chr9"
"12781","UBE2R2","chr9"
"12782","PAN3","chr13"
"12783","SECISBP2L","chr15"
"12784","MAPK3","chr16"
"12785","RGS9","chr17"
"12786","ZFP30","chr19"
"12787","ZIK1","chr19"
"12788","TBC1D20","chr20"
"12789","GGTLC1","chr20"
"12790","TTLL9","chr20"
"12791","RALGAPB","chr20"
"12792","Unknown","chr21"
"12793","SLC25A1","chr22"
"12794","CNKSR2","chrX"
"12795","HES4","chr1"
"12796","PTAFR","chr1"
"12797","EVA1B","chr1"
"12798","NASP","chr1"
"12799","RNF11","chr1"
"12800","LAPTM4A","chr2"
"12801","GPN1","chr2"
"12802","CYP1B1","chr2"
"12803","ST3GAL5","chr2"
"12804","C2orf15","chr2"
"12805","CYP27C1","chr2"
"12806","NHEJ1","chr2"
"12807","MTMR14","chr3"
"12808","ATG3","chr3"
"12809","SLC49A4","chr3"
"12810","SPTSSB","chr3"
"12811","OTOP1","chr4"
"12812","TBC1D14","chr4"
"12813","TMEM156","chr4"
"12814","ARHGEF38","chr4"
"12815","QRFPR","chr4"
"12816","OTULIN","chr5"
"12817","IL31RA","chr5"
"12818","DELE1","chr5"
"12819","ATP6V0E1","chr5"
"12820","PACSIN1","chr6"
"12821","RFPL4B","chr6"
"12822","MEPCE","chr7"
"12823","ARHGEF35","chr7"
"12824","ASAP1","chr8"
"12825","NANS","chr9"
"12826","OBP2B","chr9"
"12827","TFAM","chr10"
"12828","KCNC1","chr11"
"12829","COMMD9","chr11"
"12830","THAP12","chr11"
"12831","BIRC3","chr11"
"12832","GLT8D2","chr12"
"12833","WSB2","chr12"
"12834","RXFP2","chr13"
"12835","UTP14C","chr13"
"12836","ARHGEF7","chr13"
"12837","SERPINA11","chr14"
"12838","CHTF18","chr16"
"12839","TPSAB1","chr16"
"12840","SYNGR3","chr16"
"12841","DYNC1LI2","chr16"
"12842","MPHOSPH6","chr16"
"12843","GGNBP2","chr17"
"12844","PIP4K2B","chr17"
"12845","ETV4","chr17"
"12846","LINC02210-CRHR1","chr17"
"12847","FAM117A","chr17"
"12848","GALK1","chr17"
"12849","LRRC45","chr17"
"12850","ZBTB7C","chr18"
"12851","DAZAP1","chr19"
"12852","NMRK2","chr19"
"12853","ZNF559-ZNF177","chr19"
"12854","U2AF1L4","chr19"
"12855","SPIB","chr19"
"12856","MKKS","chr20"
"12857","GTSF1L","chr20"
"12858","MOCS3","chr20"
"12859","COL18A1-AS1","chr21"
"12860","SEPTIN5","chr22"
"12861","IGLV8-61","chr22"
"12862","GAL3ST1","chr22"
"12863","CLCN4","chrX"
"12864","GABRE","chrX"
"12865","BGN","chrX"
"12866","TARDBP","chr1"
"12867","PRAMEF8","chr1"
"12868","TSPAN1","chr1"
"12869","SH3GLB1","chr1"
"12870","NBPF10","chr1"
"12871","PRUNE1","chr1"
"12872","PAQR6","chr1"
"12873","CHIT1","chr1"
"12874","RPUSD3","chr3"
"12875","NR1D2","chr3"
"12876","TMEM89","chr3"
"12877","DAG1","chr3"
"12878","PARP3","chr3"
"12879","EIF4E3","chr3"
"12880","OR5H1","chr3"
"12881","CEP63","chr3"
"12882","GPR78","chr4"
"12883","RASL11B","chr4"
"12884","CCT5","chr5"
"12885","H1-6","chr6"
"12886","MYB","chr6"
"12887","MPP6","chr7"
"12888","PLEKHA8","chr7"
"12889","TSGA13","chr7"
"12890","OR2A25","chr7"
"12891","PEBP4","chr8"
"12892","NIBAN2","chr9"
"12893","INPP5E","chr9"
"12894","ANKRD16","chr10"
"12895","CDCA5","chr11"
"12896","EED","chr11"
"12897","MPZL2","chr11"
"12898","PPP2R5E","chr14"
"12899","IGHV1OR15-9","chr15"
"12900","RBPMS2","chr15"
"12901","HMG20A","chr15"
"12902","MCRIP2","chr16"
"12903","CORO7-PAM16","chr16"
"12904","MLYCD","chr16"
"12905","FOXC2","chr16"
"12906","SPATA2L","chr16"
"12907","ASGR2","chr17"
"12908","NR1D1","chr17"
"12909","RETREG3","chr17"
"12910","H3-3B","chr17"
"12911","FAAP100","chr17"
"12912","MC4R","chr18"
"12913","IRF2BP1","chr19"
"12914","SOD1","chr21"
"12915","GNB1L","chr22"
"12916","HSCB","chr22"
"12917","VEGFD","chrX"
"12918","CETN2","chrX"
"12919","ICMT","chr1"
"12920","LRRC40","chr1"
"12921","PMF1","chr1"
"12922","OR10R2","chr1"
"12923","AIM2","chr1"
"12924","OPN3","chr1"
"12925","RPS7","chr2"
"12926","EIF2AK2","chr2"
"12927","ANXA4","chr2"
"12928","MCM6","chr2"
"12929","METTL5","chr2"
"12930","CASP10","chr2"
"12931","CDK5R2","chr2"
"12932","SLC4A7","chr3"
"12933","LRRC2","chr3"
"12934","SLC38A3","chr3"
"12935","CISH","chr3"
"12936","WWTR1","chr3"
"12937","AHSG","chr3"
"12938","CASP6","chr4"
"12939","TIGD6","chr5"
"12940","BTNL9","chr5"
"12941","WRNIP1","chr6"
"12942","YIPF3","chr6"
"12943","ZCWPW1","chr7"
"12944","ORC5","chr7"
"12945","IMMP2L","chr7"
"12946","CCN3","chr8"
"12947","SIGMAR1","chr9"
"12948","STRBP","chr9"
"12949","NCOA4","chr10"
"12950","SORBS1","chr10"
"12951","FAM24A","chr10"
"12952","PAOX","chr10"
"12953","BDNF","chr11"
"12954","SIDT2","chr11"
"12955","UBASH3B","chr11"
"12956","OR8G2P","chr11"
"12957","TMTC3","chr12"
"12958","NEDD1","chr12"
"12959","BICDL1","chr12"
"12960","CENPJ","chr13"
"12961","SOS2","chr14"
"12962","FUT8","chr14"
"12963","PLCB2","chr15"
"12964","TEKT3","chr17"
"12965","MRPL4","chr19"
"12966","PGPEP1","chr19"
"12967","MIA","chr19"
"12968","ZNF528","chr19"
"12969","EEF1A2","chr20"
"12970","TPD52L2","chr20"
"12971","MRPL40","chr22"
"12972","GGT1","chr22"
"12973","RPS6KA3","chrX"
"12974","BMP15","chrX"
"12975","XAGE5","chrX"
"12976","ABCB7","chrX"
"12977","PIGC","chr1"
"12978","AC017104.4","chr2"
"12979","DCBLD2","chr3"
"12980","GRAMD1C","chr3"
"12981","UGT2B28","chr4"
"12982","HAND2","chr4"
"12983","DEPDC1B","chr5"
"12984","SCGN","chr6"
"12985","AKAP7","chr6"
"12986","CASD1","chr7"
"12987","SDSL","chr12"
"12988","KCNQ2","chr20"
"12989","DRAXIN","chr1"
"12990","PDPN","chr1"
"12991","TMEM82","chr1"
"12992","NBPF3","chr1"
"12993","RCC1","chr1"
"12994","OPRD1","chr1"
"12995","LAPTM5","chr1"
"12996","TSSK3","chr1"
"12997","TOE1","chr1"
"12998","FCRL1","chr1"
"12999","GPR37L1","chr1"
"13000","CD46","chr1"
"13001","SLC30A10","chr1"
"13002","SUSD4","chr1"
"13003","OR2T8","chr1"
"13004","TMEM178A","chr2"
"13005","SIX2","chr2"
"13006","C2orf68","chr2"
"13007","MIR1302-3","chr2"
"13008","TFCP2L1","chr2"
"13009","GORASP2","chr2"
"13010","HAT1","chr2"
"13011","MAP3K20","chr2"
"13012","RETREG2","chr2"
"13013","OR6B3","chr2"
"13014","RARB","chr3"
"13015","LRRFIP2","chr3"
"13016","ACAA1","chr3"
"13017","ZNF619","chr3"
"13018","TCAIM","chr3"
"13019","CCR2","chr3"
"13020","AC109583.1","chr3"
"13021","PRKAR2A","chr3"
"13022","IP6K1","chr3"
"13023","MITF","chr3"
"13024","ZNF80","chr3"
"13025","IQCB1","chr3"
"13026","RASA2","chr3"
"13027","TM4SF4","chr3"
"13028","SSR3","chr3"
"13029","TTC14","chr3"
"13030","HTR3E","chr3"
"13031","CLDN16","chr3"
"13032","DOK7","chr4"
"13033","LYAR","chr4"
"13034","RPL9","chr4"
"13035","FIP1L1","chr4"
"13036","ELOVL6","chr4"
"13037","FGF10","chr5"
"13038","MRPS30","chr5"
"13039","CDK7","chr5"
"13040","SSBP2","chr5"
"13041","ERAP2","chr5"
"13042","SPOCK1","chr5"
"13043","SH3RF2","chr5"
"13044","ADRB2","chr5"
"13045","SIMC1","chr5"
"13046","SNCB","chr5"
"13047","IRF4","chr6"
"13048","SSR1","chr6"
"13049","GCM2","chr6"
"13050","H4C8","chr6"
"13051","TNF","chr6"
"13052","HLA-DQA2","chr6"
"13053","GGNBP1","chr6"
"13054","TPBG","chr6"
"13055","OSTCP1","chr6"
"13056","GHRHR","chr7"
"13057","PMS2P3","chr7"
"13058","PEG10","chr7"
"13059","PON1","chr7"
"13060","PDAP1","chr7"
"13061","BUD31","chr7"
"13062","CYP3A43","chr7"
"13063","ACTL6B","chr7"
"13064","SLC26A5","chr7"
"13065","TMEM140","chr7"
"13066","ZNF767P","chr7"
"13067","GSR","chr8"
"13068","FUT10","chr8"
"13069","ADAM18","chr8"
"13070","PCMTD1","chr8"
"13071","SNX16","chr8"
"13072","TBC1D31","chr8"
"13073","ZNF484","chr9"
"13074","NCBP1","chr9"
"13075","ORM1","chr9"
"13076","C9orf50","chr9"
"13077","ANAPC2","chr9"
"13078","BEND7","chr10"
"13079","TMEM273","chr10"
"13080","ATOH7","chr10"
"13081","EIF4EBP2","chr10"
"13082","GLUD1","chr10"
"13083","R3HCC1L","chr10"
"13084","INA","chr10"
"13085","SLC22A18","chr11"
"13086","UBQLN3","chr11"
"13087","ASCL3","chr11"
"13088","BTBD10","chr11"
"13089","RPS13","chr11"
"13090","ANO5","chr11"
"13091","MUC15","chr11"
"13092","ELP4","chr11"
"13093","C11orf49","chr11"
"13094","TRIM48","chr11"
"13095","OR8H3","chr11"
"13096","SERPING1","chr11"
"13097","TMEM132A","chr11"
"13098","UQCC3","chr11"
"13099","NAALADL1","chr11"
"13100","CATSPER1","chr11"
"13101","TBX10","chr11"
"13102","MYEOV","chr11"
"13103","MAML2","chr11"
"13104","ELMOD1","chr11"
"13105","DDX10","chr11"
"13106","NNMT","chr11"
"13107","SRPRA","chr11"
"13108","B3GAT1","chr11"
"13109","TAS2R43","chr12"
"13110","ERP27","chr12"
"13111","C12orf40","chr12"
"13112","LALBA","chr12"
"13113","ARF3","chr12"
"13114","PRKAG1","chr12"
"13115","OR6C74","chr12"
"13116","ACTR6","chr12"
"13117","TDG","chr12"
"13118","LINC00173","chr12"
"13119","OASL","chr12"
"13120","ANAPC5","chr12"
"13121","EEF1AKMT1","chr13"
"13122","CSNK1A1L","chr13"
"13123","TPT1","chr13"
"13124","TM9SF2","chr13"
"13125","OR4K2","chr14"
"13126","MLH3","chr14"
"13127","NEK9","chr14"
"13128","GPATCH2L","chr14"
"13129","MTMR10","chr15"
"13130","CKMT1B","chr15"
"13131","DUT","chr15"
"13132","GCNT3","chr15"
"13133","HACD3","chr15"
"13134","CRABP1","chr15"
"13135","WDR93","chr15"
"13136","CLDN6","chr16"
"13137","CHP2","chr16"
"13138","OGFOD1","chr16"
"13139","HERPUD1","chr16"
"13140","NUTF2","chr16"
"13141","CRISPLD2","chr16"
"13142","TRAPPC2L","chr16"
"13143","PAFAH1B1","chr17"
"13144","FBXO39","chr17"
"13145","CYB5D1","chr17"
"13146","MAP2K4","chr17"
"13147","COX10","chr17"
"13148","TOM1L2","chr17"
"13149","SHMT1","chr17"
"13150","CRYBA1","chr17"
"13151","CCR10","chr17"
"13152","RUNDC1","chr17"
"13153","DLX4","chr17"
"13154","HSF5","chr17"
"13155","CA4","chr17"
"13156","KIF19","chr17"
"13157","CD300LD","chr17"
"13158","SLC16A3","chr17"
"13159","LRRC30","chr18"
"13160","IER3IP1","chr18"
"13161","SERPINB5","chr18"
"13162","CDC34","chr19"
"13163","FSTL3","chr19"
"13164","SLC25A41","chr19"
"13165","OR7D2","chr19"
"13166","FBXL12","chr19"
"13167","STX10","chr19"
"13168","RBM42","chr19"
"13169","YIF1B","chr19"
"13170","NFKBIB","chr19"
"13171","FBXO17","chr19"
"13172","IGFL1","chr19"
"13173","STRN4","chr19"
"13174","MIR521-1","chr19"
"13175","ZNF543","chr19"
"13176","ZNF773","chr19"
"13177","STX16","chr20"
"13178","STMN3","chr20"
"13179","BACH1-IT1","chr21"
"13180","MIS18A","chr21"
"13181","PAXBP1","chr21"
"13182","KCNE2","chr21"
"13183","GSC2","chr22"
"13184","SLC7A4","chr22"
"13185","ARFGAP3","chr22"
"13186","PNPLA3","chr22"
"13187","PARVB","chr22"
"13188","AKAP17A","chrX"
"13189","ASB11","chrX"
"13190","KDM5C","chrX"
"13191","RAB9B","chrX"
"13192","GABRA3","chrX"
"13193","HECTD3","chr1"
"13194","TOP2B","chr3"
"13195","GTF2E1","chr3"
"13196","ZBTB9","chr6"
"13197","TP53INP1","chr8"
"13198","OR4N5","chr14"
"13199","CLIP3","chr19"
"13200","CEACAM18","chr19"
"13201","TIMM17B","chrX"
"13202","GPR87","chr3"
"13203","CFAP69","chr7"
"13204","TNFRSF18","chr1"
"13205","KLHDC7A","chr1"
"13206","CELA3A","chr1"
"13207","RHCE","chr1"
"13208","PPCS","chr1"
"13209","TMEM69","chr1"
"13210","LURAP1","chr1"
"13211","TTC22","chr1"
"13212","DEPDC1","chr1"
"13213","DDAH1","chr1"
"13214","TAF13","chr1"
"13215","DCLRE1B","chr1"
"13216","TARS2","chr1"
"13217","CD1B","chr1"
"13218","KCNJ9","chr1"
"13219","SDHC","chr1"
"13220","PRDX6","chr1"
"13221","CFHR1","chr1"
"13222","TATDN3","chr1"
"13223","RNASEH1","chr2"
"13224","RSAD2","chr2"
"13225","IAH1","chr2"
"13226","ODC1","chr2"
"13227","SULT6B1","chr2"
"13228","SFXN5","chr2"
"13229","TPRKB","chr2"
"13230","LBX2","chr2"
"13231","RPIA","chr2"
"13232","IGKV2-30","chr2"
"13233","ERCC3","chr2"
"13234","OSBPL6","chr2"
"13235","RTP5","chr2"
"13236","RPL32","chr3"
"13237","EIF1B","chr3"
"13238","LARS2","chr3"
"13239","C3orf18","chr3"
"13240","SLC35A5","chr3"
"13241","LRRIQ4","chr3"
"13242","FAM131A","chr3"
"13243","RNF4","chr4"
"13244","TXK","chr4"
"13245","GLRA3","chr4"
"13246","CCNB1","chr5"
"13247","TBCA","chr5"
"13248","NME5","chr5"
"13249","CDC25C","chr5"
"13250","AFAP1L1","chr5"
"13251","TIMD4","chr5"
"13252","NRN1","chr6"
"13253","SLC17A1","chr6"
"13254","UBE2J1","chr6"
"13255","FBXL18","chr7"
"13256","SNX10","chr7"
"13257","NT5C3A","chr7"
"13258","MTERF1","chr7"
"13259","MEST","chr7"
"13260","ADCK2","chr7"
"13261","TRBV3-1","chr7"
"13262","FAM131B","chr7"
"13263","OR2A2","chr7"
"13264","ZMAT4","chr8"
"13265","CCNE2","chr8"
"13266","FBXO32","chr8"
"13267","ACO1","chr9"
"13268","GALT","chr9"
"13269","SPAG8","chr9"
"13270","TBC1D2","chr9"
"13271","OR13C4","chr9"
"13272","POMT1","chr9"
"13273","FBXW5","chr9"
"13274","AKR1E2","chr10"
"13275","RNH1","chr11"
"13276","OR51V1","chr11"
"13277","LDLRAD3","chr11"
"13278","OR4X1","chr11"
"13279","OR5AS1","chr11"
"13280","OR5A1","chr11"
"13281","PGA5","chr11"
"13282","FADS2","chr11"
"13283","FADS3","chr11"
"13284","KRTAP5-7","chr11"
"13285","PAFAH1B2","chr11"
"13286","CD3G","chr11"
"13287","UPK2","chr11"
"13288","TRAPPC4","chr11"
"13289","BSX","chr11"
"13290","NINJ2","chr12"
"13291","PIANP","chr12"
"13292","SENP1","chr12"
"13293","FMNL3","chr12"
"13294","HOXC8","chr12"
"13295","RAN","chr12"
"13296","DDX51","chr12"
"13297","PXMP2","chr12"
"13298","C1QTNF9","chr13"
"13299","MRPS31","chr13"
"13300","CUL4A","chr13"
"13301","PIP4P1","chr14"
"13302","ACOT2","chr14"
"13303","EIF2B2","chr14"
"13304","AL133467.6","chr14"
"13305","MIR494","chr14"
"13306","EIF3J","chr15"
"13307","ONECUT1","chr15"
"13308","FAH","chr15"
"13309","DNASE1L2","chr16"
"13310","UBFD1","chr16"
"13311","SBK1","chr16"
"13312","TRIM72","chr16"
"13313","TRADD","chr16"
"13314","DDX19B","chr16"
"13315","ZNF276","chr16"
"13316","PRDM7","chr16"
"13317","TRARG1","chr17"
"13318","ALOX15","chr17"
"13319","TNFSF12","chr17"
"13320","CCL16","chr17"
"13321","TADA2A","chr17"
"13322","CACNB1","chr17"
"13323","TUBG2","chr17"
"13324","PRR15L","chr17"
"13325","ACSF2","chr17"
"13326","EPX","chr17"
"13327","SKA2","chr17"
"13328","DDX42","chr17"
"13329","SUMO2","chr17"
"13330","UTS2R","chr17"
"13331","ZNF440","chr19"
"13332","ASF1B","chr19"
"13333","OR7C2","chr19"
"13334","GAPDHS","chr19"
"13335","SELENOV","chr19"
"13336","ZNF225","chr19"
"13337","NAPA","chr19"
"13338","ZNF577","chr19"
"13339","OSCAR","chr19"
"13340","PLTP","chr20"
"13341","SLC13A3","chr20"
"13342","PEDS1-UBE2V1","chr20"
"13343","TCEA2","chr20"
"13344","CDC45","chr22"
"13345","APOBEC3D","chr22"
"13346","APOBEC3G","chr22"
"13347","WBP2NL","chr22"
"13348","WNT7B","chr22"
"13349","EGFL6","chrX"
"13350","REPS2","chrX"
"13351","EIF2S3","chrX"
"13352","ATP6AP2","chrX"
"13353","ZNF41","chrX"
"13354","FTSJ1","chrX"
"13355","ZXDB","chrX"
"13356","ZDHHC18","chr1"
"13357","ZBTB8A","chr1"
"13358","SNAP47","chr1"
"13359","METTL6","chr3"
"13360","PINX1","chr8"
"13361","PPP2R2A","chr8"
"13362","NODAL","chr10"
"13363","RPUSD4","chr11"
"13364","VPS26B","chr11"
"13365","NELL2","chr12"
"13366","RTN4RL1","chr17"
"13367","WDR83","chr19"
"13368","LRP3","chr19"
"13369","ZNF649","chr19"
"13370","SMC6","chr2"
"13371","ZXDC","chr3"
"13372","AGTR1","chr3"
"13373","HMX3","chr10"
"13374","TMEM151A","chr11"
"13375","LRTOMT","chr11"
"13376","ANKK1","chr11"
"13377","TULP3","chr12"
"13378","RAB5B","chr12"
"13379","HSPB8","chr12"
"13380","DNAJC15","chr13"
"13381","RAB8B","chr15"
"13382","OTOA","chr16"
"13383","ZNF764","chr16"
"13384","C17orf58","chr17"
"13385","FCAR","chr19"
"13386","SUN2","chr22"
"13387","ASMT","chrX"
"13388","FANCB","chrX"
"13389","RER1","chr1"
"13390","ACTRT2","chr1"
"13391","ANGPTL7","chr1"
"13392","UBIAD1","chr1"
"13393","PRAMEF7","chr1"
"13394","PRAMEF5","chr1"
"13395","PRAMEF15","chr1"
"13396","SH2D5","chr1"
"13397","ID3","chr1"
"13398","RSRP1","chr1"
"13399","CEP85","chr1"
"13400","GPATCH3","chr1"
"13401","MARCKSL1","chr1"
"13402","RNF19B","chr1"
"13403","TRIM62","chr1"
"13404","PSMB2","chr1"
"13405","ZFP69","chr1"
"13406","NFYC","chr1"
"13407","CTPS1","chr1"
"13408","MUTYH","chr1"
"13409","TXNDC12","chr1"
"13410","TCEANC2","chr1"
"13411","ATG4C","chr1"
"13412","INSL5","chr1"
"13413","SERBP1","chr1"
"13414","IFI44","chr1"
"13415","GNG5","chr1"
"13416","DNAI3","chr1"
"13417","RPL5","chr1"
"13418","SLC44A3","chr1"
"13419","PSMA5","chr1"
"13420","ATXN7L2","chr1"
"13421","AMPD1","chr1"
"13422","FCGR1A","chr1"
"13423","MRPL9","chr1"
"13424","TDRKH","chr1"
"13425","EFNA3","chr1"
"13426","FDPS","chr1"
"13427","SYT11","chr1"
"13428","VHLL","chr1"
"13429","MRPL24","chr1"
"13430","PEA15","chr1"
"13431","SLAMF1","chr1"
"13432","SLAMF7","chr1"
"13433","FCGR2C","chr1"
"13434","ATP1B1","chr1"
"13435","TNFSF18","chr1"
"13436","ANGPTL1","chr1"
"13437","ABL2","chr1"
"13438","FAM163A","chr1"
"13439","C1orf21","chr1"
"13440","RGS21","chr1"
"13441","PKP1","chr1"
"13442","KISS1","chr1"
"13443","FAM177B","chr1"
"13444","WNT9A","chr1"
"13445","MAP10","chr1"
"13446","FH","chr1"
"13447","OR14A16","chr1"
"13448","OR2T27","chr1"
"13449","MBOAT2","chr2"
"13450","NOL10","chr2"
"13451","GEN1","chr2"
"13452","LDAH","chr2"
"13453","CENPO","chr2"
"13454","AGBL5","chr2"
"13455","MEMO1","chr2"
"13456","THUMPD2","chr2"
"13457","CD207","chr2"
"13458","VAX2","chr2"
"13459","ACTG2","chr2"
"13460","IGKV2-24","chr2"
"13461","TSGA10","chr2"
"13462","IL1RL2","chr2"
"13463","MMADHC","chr2"
"13464","TNFAIP6","chr2"
"13465","SLC38A11","chr2"
"13466","UBR3","chr2"
"13467","DYNC1I2","chr2"
"13468","CHRNA1","chr2"
"13469","EVX2","chr2"
"13470","PJVK","chr2"
"13471","BARD1","chr2"
"13472","UGT1A8","chr2"
"13473","NEU4","chr2"
"13474","PDCD1","chr2"
"13475","JAGN1","chr3"
"13476","EMC3","chr3"
"13477","NKIRAS1","chr3"
"13478","OXSR1","chr3"
"13479","SLC22A13","chr3"
"13480","CCR9","chr3"
"13481","TMIE","chr3"
"13482","MYL3","chr3"
"13483","ARIH2","chr3"
"13484","TNNC1","chr3"
"13485","C3orf14","chr3"
"13486","EPHA3","chr3"
"13487","DHFR2","chr3"
"13488","TOMM70","chr3"
"13489","ABHD10","chr3"
"13490","CCDC80","chr3"
"13491","ZDHHC23","chr3"
"13492","RABL3","chr3"
"13493","SLC15A2","chr3"
"13494","SEC61A1","chr3"
"13495","NUDT16","chr3"
"13496","MRAS","chr3"
"13497","ESYT3","chr3"
"13498","PRR23B","chr3"
"13499","SERP1","chr3"
"13500","SIAH2","chr3"
"13501","PTX3","chr3"
"13502","SHOX2","chr3"
"13503","ECT2","chr3"
"13504","AC131160.1","chr3"
"13505","HTR3C","chr3"
"13506","RTP2","chr3"
"13507","MUC20","chr3"
"13508","WDR53","chr3"
"13509","PAK2","chr3"
"13510","ZNF718","chr4"
"13511","STK32B","chr4"
"13512","CLNK","chr4"
"13513","RAB28","chr4"
"13514","DHX15","chr4"
"13515","KLF3","chr4"
"13516","SLC10A4","chr4"
"13517","ARL9","chr4"
"13518","REST","chr4"
"13519","MIR1269A","chr4"
"13520","SULT1B1","chr4"
"13521","CXCL2","chr4"
"13522","SOWAHB","chr4"
"13523","ABCG2","chr4"
"13524","TSPAN5","chr4"
"13525","ADH1C","chr4"
"13526","SLC9B2","chr4"
"13527","PLA2G12A","chr4"
"13528","CFI","chr4"
"13529","TNIP3","chr4"
"13530","NUDT6","chr4"
"13531","GYPA","chr4"
"13532","ABCE1","chr4"
"13533","MAP9","chr4"
"13534","ASIC5","chr4"
"13535","CTSO","chr4"
"13536","ANXA10","chr4"
"13537","HPF1","chr4"
"13538","SAP30","chr4"
"13539","CEP44","chr4"
"13540","STOX2","chr4"
"13541","CYP4V2","chr4"
"13542","AHRR","chr5"
"13543","TPPP","chr5"
"13544","BRIX1","chr5"
"13545","GHR","chr5"
"13546","ITGA1","chr5"
"13547","MOCS2","chr5"
"13548","ARL15","chr5"
"13549","HSPB3","chr5"
"13550","GZMK","chr5"
"13551","ISCA1P1","chr5"
"13552","TRIM23","chr5"
"13553","JMY","chr5"
"13554","ACOT12","chr5"
"13555","HAPLN1","chr5"
"13556","TSLP","chr5"
"13557","CEP120","chr5"
"13558","CTXN3","chr5"
"13559","IL5","chr5"
"13560","DCANP1","chr5"
"13561","CAMK2A","chr5"
"13562","MFAP3","chr5"
"13563","ITK","chr5"
"13564","MAT2B","chr5"
"13565","DRD1","chr5"
"13566","SFXN1","chr5"
"13567","HRH2","chr5"
"13568","RNF44","chr5"
"13569","PRELID1","chr5"
"13570","CLK4","chr5"
"13571","EXOC2","chr6"
